county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Ellis,36.49,31.1,132629,17516,12.2,10.46,50.88,28.8,14.25,390,KS,Bush,Midwest,32,36.49,TRUE
Ellsworth,31.18,38,141571,15496,11.3,13.65,47.21,9.1,24.31,203,KS,Bush,Midwest,36.96,31.18,FALSE
Finney,23.89,27.2,90513,17945,13.6,7.21,48.88,26.3,6.29,873,KS,Bush,Midwest,48.28,23.89,FALSE
Ford,25.44,30.2,91769,16328,15.7,10.56,49.32,25.3,7.12,738,KS,Bush,Midwest,41.93,25.44,FALSE
Franklin,30.03,33.3,76065,15214,12.9,11.82,51.46,39,12.14,272,KS,Bush,Midwest,37.43,30.03,FALSE
Geary,33.87,26.5,49841,13792,16.6,11.13,49.64,85.6,6.93,639,KS,Bush,Midwest,38.75,33.87,FALSE
Gove,22.22,38.2,215688,24258,8,13.31,50.06,3,13.13,228,KS,Bush,Midwest,46.42,22.22,FALSE
Graham,28.97,39.1,174103,18494,14.5,14.38,50.83,3.8,16.18,68,KS,Bush,Midwest,39.33,28.97,FALSE
Gray,20.39,32.2,130557,18337,8.4,8.94,50.71,6.2,16.11,30,KS,Bush,Midwest,47.81,20.39,FALSE
Greeley,21.88,33.2,108018,27789,10.2,10.47,50.09,2.2,17.06,18,KS,Bush,Midwest,57.73,21.88,FALSE
Greenwood,32.75,41.2,81837,16042,15.6,13.71,51.64,6.9,20.25,87,KS,Bush,Midwest,36.62,32.75,FALSE
Hamilton,28.01,38.1,225930,30525,11.7,13,52.17,2.3,16.09,65,KS,Bush,Midwest,51.96,28.01,FALSE
Harper,25.01,39.6,193931,18271,13.7,14.28,51.67,8.5,11.91,153,KS,Bush,Midwest,40.59,25.01,FALSE
Harvey,33.62,34.7,101164,18398,10,10.38,51.53,57.7,21.86,234,KS,Bush,Midwest,41.71,33.63,FALSE
Haskell,18.4,30.5,185879,23679,9.6,10.41,49.72,6.8,7.44,75,KS,Bush,Midwest,56.02,18.4,FALSE
Jackson,29.52,34.9,113407,16841,13.3,12.94,50.81,17.5,11.13,214,KS,Bush,Midwest,35.48,29.52,FALSE
Jefferson,32.62,35.2,58436,17080,9.9,12.95,49.58,30.2,12.53,308,KS,Bush,Midwest,33.02,32.62,FALSE
Jewell,23.74,42.7,147388,17814,12.8,14.59,50.67,4.5,8.54,27,KS,Bush,Midwest,45.65,23.74,FALSE
Johnson,30.56,32.8,100864,27877,4.7,10.68,51.49,784.6,4.2,415,KS,Bush,Midwest,43.83,30.57,FALSE
Kearny,22.47,30.8,133438,23220,11,9.5,48.92,4.6,9.75,475,KS,Bush,Midwest,55.18,22.47,FALSE
Kingman,26.42,36.9,118264,17210,12.1,12.58,51.17,9.6,15.06,181,KS,Bush,Midwest,40.36,26.42,FALSE
Kiowa,18.77,38.5,127411,18442,10.9,13.06,51.55,5,13.06,303,KS,Bush,Midwest,55.9,18.77,FALSE
Labette,41.23,35,113331,15292,16.7,12.75,51.94,36.2,19.62,398,KS,Bush,Midwest,33.09,41.23,TRUE
Lane,20.4,37.9,241761,21614,9.1,12.48,49.37,3.2,9.13,109,KS,Bush,Midwest,51.89,20.4,FALSE
Leavenworth,34.85,33.1,55203,15313,10.4,14.94,45.3,144.2,5.76,361,KS,Bush,Midwest,33.39,34.86,TRUE
Lincoln,28.18,42.4,170209,19156,11.9,17.31,52.19,4.9,21.14,117,KS,Bush,Midwest,41.11,28.18,FALSE
Linn,32.73,39.3,83108,14703,15.8,12.76,50.99,14,27.5,207,KS,Bush,Midwest,34.2,32.75,FALSE
Logan,20.77,38.1,165503,16315,10.3,13.97,50.71,3,11.88,257,KS,Bush,Midwest,52.95,20.77,FALSE
Lyon,32.83,29.1,68735,16122,14.2,11.32,51,40.5,9.22,650,KS,Bush,Midwest,34.73,32.83,FALSE
McPherson,28.06,34.7,110559,17823,8.7,10.26,51.31,30.7,21.52,182,KS,Bush,Midwest,44.22,28.06,FALSE
Marion,25.62,39.4,131029,15467,10.3,9.02,52.14,13.6,35.86,121,KS,Bush,Midwest,49.47,25.62,FALSE
Marshall,34.52,38.4,196867,19017,12.5,14.37,51,12.6,21.75,174,KS,Bush,Midwest,34.65,34.52,FALSE
Miami,34.56,34.3,101646,16605,10.1,12,50.74,41.6,15.71,268,KS,Bush,Midwest,31.8,34.56,TRUE
Mitchell,25.7,37.7,174610,18040,10.4,11.89,51.76,10.3,22.78,186,KS,Bush,Midwest,43.86,25.7,FALSE
Montgomery,34.27,36.5,110317,15735,17.2,14.44,52.66,58.9,11.21,545,KS,Bush,Midwest,43.04,34.27,FALSE
Morris,30.76,38.9,136192,14734,14.2,13.6,50.88,9,14.6,230,KS,Bush,Midwest,34.43,30.76,FALSE
Nemaha,28.12,35.6,210039,18665,10.6,11.98,50.51,14.5,31.73,136,KS,Bush,Midwest,39.51,28.12,FALSE
Neosho,35.46,36.3,100448,16597,16,12.93,51.85,29.7,16.53,292,KS,Bush,Midwest,37.07,35.46,FALSE
Norton,25.39,39,167486,17954,12,13.98,47.51,6.6,16.03,64,KS,Bush,Midwest,47.88,25.39,FALSE
Osage,30.95,36,78029,15406,11.2,12.39,51.16,22.2,19.17,198,KS,Bush,Midwest,34.51,30.95,FALSE
Osborne,29.88,42.7,244545,18437,12.5,14.06,51.9,5.3,29.79,15,KS,Bush,Midwest,38.47,29.88,FALSE
Ottawa,27.09,38.5,327740,15795,10.5,14.67,51.77,7.6,26.18,89,KS,Bush,Midwest,45.53,27.09,FALSE
Pawnee,31.19,37.4,142703,20094,10.2,13.73,48.72,10.2,8.96,20,KS,Bush,Midwest,37.85,31.19,FALSE
Phillips,24.88,40.4,199195,18576,10.3,14.36,51.3,7.2,22.97,17,KS,Bush,Midwest,46.61,24.88,FALSE
Pottawatomie,26.19,32.8,98230,15668,10.1,11.2,50.01,20,11.42,262,KS,Bush,Midwest,38.87,26.27,FALSE
Pratt,30.63,36.8,185314,18692,10.7,12.8,51.44,13.1,11.35,412,KS,Bush,Midwest,37.17,30.63,FALSE
Rawlins,20.31,38.8,164458,17313,10.5,14.3,50.27,3.1,14.55,127,KS,Bush,Midwest,52.87,20.31,FALSE
Reno,32.62,35,103507,17517,14,13.46,50.83,49.6,11.32,545,KS,Bush,Midwest,40.1,32.63,FALSE
Republic,24.67,44.5,196229,18219,11.5,14.48,51.89,8.8,31.27,122,KS,Bush,Midwest,46.43,24.67,FALSE
Rice,29.5,37,115407,16978,14.6,14.19,52.36,14.2,17.48,162,KS,Bush,Midwest,40.94,29.5,FALSE
Riley,36.39,23.8,48258,15096,14,7.48,45.09,110.4,3.67,469,KS,Bush,Midwest,38.51,36.39,FALSE
Rooks,24.95,37.9,107872,16275,12.2,13.52,51.74,6.8,16.5,183,KS,Bush,Midwest,40.42,24.95,FALSE
Rush,32.53,43.1,139679,15867,12.3,13.63,51.68,5.3,22.63,48,KS,Bush,Midwest,35.74,32.58,FALSE
Russell,29.34,40.9,195051,19341,12.3,15.92,51.59,8.7,20.91,218,KS,Bush,Midwest,35.72,29.34,FALSE
Saline,33.4,33.5,98873,20179,11.6,13.88,51.72,70.3,8.14,773,KS,Bush,Midwest,36.26,33.4,FALSE
Scott,18.93,35,199598,26275,8.7,10.58,50.35,7.4,14.72,221,KS,Bush,Midwest,56.27,18.94,FALSE
Sedgwick,33.59,31.8,84939,20822,13.1,12.13,50.92,415.7,5.45,773,KS,Bush,Midwest,40.53,33.61,FALSE
Seward,21.86,29,147436,17917,17.9,11.22,49.21,29.2,6.31,945,KS,Bush,Midwest,51.09,21.86,FALSE
Shawnee,38.85,33.8,90783,19772,12.1,13.96,51.57,297,10.52,829,KS,Bush,Midwest,35.66,38.86,TRUE
Sheridan,21.21,37.1,275360,21331,11.3,14.2,49.4,3.3,13,84,KS,Bush,Midwest,45.17,21.21,FALSE
Sherman,24.71,35.5,205566,17820,14.6,12.65,51.2,6.4,8.82,384,KS,Bush,Midwest,49.73,24.71,FALSE
Smith,27.66,45.1,214382,17238,12,15.43,51.82,5.5,31.22,47,KS,Bush,Midwest,43.34,27.66,FALSE
Stafford,28.15,39,207037,18515,13.4,13.71,51.78,6.4,19.8,196,KS,Bush,Midwest,38.55,28.15,FALSE
Stanton,22.44,31.4,121065,24591,11.2,8.91,49.98,3.4,10.43,109,KS,Bush,Midwest,55.71,22.44,FALSE
Stevens,15.74,32.7,111094,22721,10,9.73,51.12,7.1,7.69,221,KS,Bush,Midwest,56.84,15.74,FALSE
Sumner,30.75,34.9,107097,17398,10.9,12.7,51.18,22.2,15.53,246,KS,Bush,Midwest,35.27,30.76,FALSE
Thomas,23.76,32.3,164277,16544,12,11.7,50.96,7.7,12.53,370,KS,Bush,Midwest,47.14,23.76,FALSE
Trego,31.8,39.1,89606,17973,10,14.54,50.79,3.9,25.71,89,KS,Bush,Midwest,38.02,31.8,FALSE
Wabaunsee,25.13,36.4,80477,16836,9.8,14.8,50.31,8,14.38,153,KS,Bush,Midwest,37.17,25.22,FALSE
Washington,24.12,42.1,174715,18214,12.4,14.88,50.96,7.6,23.68,103,KS,Bush,Midwest,47,24.12,FALSE
Wichita,19.59,33.6,142264,22441,10.7,10.46,49.96,3.9,10.36,68,KS,Bush,Midwest,55.37,19.59,FALSE
Wilson,28.72,39.1,106299,15238,16,16.06,52.05,17.6,15.05,195,KS,Bush,Midwest,41.53,28.72,FALSE
Woodson,31.62,41.4,86460,17036,14.8,15.65,51.19,8,29.75,158,KS,Bush,Midwest,35.48,31.62,FALSE
Wyandotte,56.27,31.7,102000,14869,20.8,14.5,52.13,1046.9,6.81,1148,KS,Bush,Midwest,21.06,56.27,TRUE
Adair,31.82,34.9,59325,13072,24.2,8.05,51.01,38.6,6.69,152,KY,Clinton,Southeast,58.22,31.82,FALSE
Allen,37.67,35.4,72670,12133,20.1,9.9,51.35,43.1,5.44,72,KY,Clinton,Southeast,47.53,41.6,FALSE
Anderson,38.49,33.6,83164,15846,9.5,9,51.16,77,7.37,186,KY,Clinton,Southeast,42.2,38.49,FALSE
Ballard,58.45,37.8,122230,17155,17.2,13.24,51.05,31.4,10.76,132,KY,Clinton,Southeast,28.56,58.45,TRUE
Barren,43.84,35.6,93979,15387,18.7,10.29,52.53,70.3,15.48,125,KY,Clinton,Southeast,42.14,43.84,TRUE
Bath,53.02,35,81398,12480,28.9,9.2,51.15,35.4,10.2,110,KY,Clinton,Southeast,29.95,53.02,TRUE
Boone,27.63,31.4,73736,18452,8.3,9.33,51.11,255.8,4.49,441,KY,Clinton,Southeast,52.2,27.63,FALSE
Bourbon,41.84,34.1,98344,16385,18,12.02,51.58,66.2,3.73,258,KY,Clinton,Southeast,39.12,41.84,TRUE
Boyd,49.63,36.5,111376,18486,17.9,14.43,51.24,319,3.05,291,KY,Clinton,Southeast,34.93,49.63,TRUE
Boyle,41.97,34.9,97047,15746,16.4,10.84,50.87,142.6,7.57,280,KY,Clinton,Southeast,43.32,41.97,FALSE
Bracken,42.94,34.8,89546,13085,19.3,10.59,51.54,39.4,10.13,40,KY,Clinton,Southeast,39.63,42.94,TRUE
Breathitt,65.52,31.6,74546,12268,40.3,7.89,50.4,30.5,8.08,183,KY,Clinton,Southeast,24.42,65.52,TRUE
Breckinridge,44.39,35.4,76299,12830,24,9.68,50.33,28.8,3.82,53,KY,Clinton,Southeast,41.94,44.39,TRUE
Butler,30.55,34.4,66374,11461,22.5,9.1,50.52,26.6,14.3,111,KY,Clinton,Southeast,56.78,30.55,FALSE
Caldwell,53.09,38,115178,14008,18.6,13.18,52.59,37.8,15.19,227,KY,Clinton,Southeast,34.79,53.09,TRUE
Calloway,48.52,32.7,117424,15958,16.6,10.47,51.73,81.3,6.05,207,KY,Clinton,Southeast,36.53,48.52,TRUE
Campbell,32.5,32.4,66750,16895,12.9,12.68,52.09,560,7.07,370,KY,Clinton,Southeast,49.88,32.5,FALSE
Carroll,56.57,33.8,56781,15407,22.1,12.31,51.34,73,11.05,303,KY,Clinton,Southeast,27.92,56.57,TRUE
Carter,49.35,33,68711,12021,28.3,9.03,50.95,60.9,4.84,147,KY,Clinton,Southeast,38.61,49.35,TRUE
Christian,41.19,27.7,49496,12968,20,8.65,46.18,95,5.62,331,KY,Clinton,Southeast,47.5,41.19,FALSE
Clark,42.48,34.2,78058,16223,16.9,10.65,51.77,118.4,6.21,297,KY,Clinton,Southeast,40.16,42.48,TRUE
Clay,27.09,30.3,62429,10841,40.3,5.9,50.69,47.1,5.77,168,KY,Clinton,Southeast,64,27.13,FALSE
Clinton,27.98,35.5,85001,11051,35.2,8.68,51.95,46.6,5.43,54,KY,Clinton,Southeast,63.8,27.98,FALSE
Crittenden,45.55,36.7,71074,12651,18.5,9.23,51.46,25.7,11.51,134,KY,Clinton,Southeast,41.26,45.55,TRUE
Cumberland,29.96,37.3,86476,11607,30.5,9.58,52.72,21.9,11.94,57,KY,Clinton,Southeast,60.96,29.96,FALSE
Daviess,44.93,33.2,74909,16627,16.5,11.78,52.08,191.8,7.76,366,KY,Clinton,Southeast,40.45,44.93,TRUE
Estill,36.46,33.4,54682,11042,29.5,9.68,51.83,59.8,6.18,101,KY,Clinton,Southeast,48.68,36.46,FALSE
Fayette,40.1,31.3,99549,20860,15.8,11.02,52.19,816.2,5.38,705,KY,Clinton,Southeast,43.87,40.1,FALSE
Fleming,43.95,34.7,101470,13336,24,9.22,50.8,35.9,7.46,71,KY,Clinton,Southeast,39.82,43.95,TRUE
Floyd,71.5,32.1,82110,12910,32.4,9.89,50.99,111.3,3.83,156,KY,Clinton,Southeast,18.96,71.5,TRUE
Franklin,47.05,34.5,90273,18398,12,12.46,51.58,213.3,3.99,412,KY,Clinton,Southeast,36.09,47.05,TRUE
Fulton,56.59,36.9,169210,15944,29.2,11.09,54.15,38.8,9.88,254,KY,Clinton,Southeast,33.49,56.59,TRUE
Garrard,36.06,35.8,71234,13952,18,10.54,51.46,52.8,13.36,137,KY,Clinton,Southeast,49.18,36.06,FALSE
Grant,38.87,32.2,84783,14066,15.9,8.45,50.66,65,5.03,191,KY,Clinton,Southeast,39.44,38.87,FALSE
Graves,52.15,37,82027,15361,16.4,12.23,52.04,61.4,7.71,221,KY,Clinton,Southeast,34.62,52.15,TRUE
Grayson,34.2,34.8,92483,12319,22.8,9,51.12,43.1,7.83,183,KY,Clinton,Southeast,53.29,34.2,FALSE
Green,35.3,37.5,100535,12853,20.7,10.34,51.33,36,13.08,88,KY,Clinton,Southeast,54.33,35.3,FALSE
Greenup,50.05,35.6,53670,15094,18.2,13.61,51.47,107.2,7.65,136,KY,Clinton,Southeast,34.52,50.05,TRUE
Hancock,47.55,32.6,86419,17913,14.6,11.14,49.78,41.3,9.49,42,KY,Clinton,Southeast,34.98,47.55,TRUE
Hardin,36.28,27.8,66199,15453,14.3,10.16,51.08,134.2,4.98,233,KY,Clinton,Southeast,47.38,36.28,FALSE
Harrison,45.16,34.7,88216,15319,16.8,10.46,51.46,53.6,15.42,101,KY,Clinton,Southeast,34.71,45.16,TRUE
Hart,48.69,34.9,75199,12272,27.1,9.32,51.7,37.3,0.19,119,KY,Clinton,Southeast,40.99,48.69,TRUE
Henderson,51.28,33.5,66204,16872,15.4,11.07,51.91,99.5,7.17,633,KY,Clinton,Southeast,31.78,51.28,TRUE
Hickman,52.75,38.9,81579,15082,18.4,11.13,52.88,22.9,40.18,68,KY,Clinton,Southeast,35.04,52.75,TRUE
Hopkins,50.66,34.7,88858,16739,19.3,11.39,51.94,84.3,11.25,401,KY,Clinton,Southeast,34.41,50.66,TRUE
Jefferson,49.3,34.1,137975,21530,16.7,13.59,52.71,1739.3,6.92,530,KY,Clinton,Southeast,37.62,49.3,TRUE
Jessamine,30.5,30.7,49257,15137,15.1,7.98,50.88,185.9,2.52,304,KY,Clinton,Southeast,52.47,30.5,FALSE
Kenton,30.76,31.8,65586,18737,13.2,12.14,51.74,880.7,5.98,479,KY,Clinton,Southeast,51.31,30.76,FALSE
Knott,75.05,30.7,37064,10984,35.5,5.92,50.68,51.7,4.34,114,KY,Clinton,Southeast,16.96,75.05,TRUE
Knox,38.54,31.9,80489,10615,37.9,7.37,51.77,78.4,11.32,344,KY,Clinton,Southeast,51,38.54,FALSE
Larue,44.42,36.1,98558,15810,18.7,10.35,51.13,45.6,10.08,135,KY,Clinton,Southeast,43.69,44.42,TRUE
Laurel,30.3,32.5,78077,13414,25.3,9.04,50.93,104,3.16,189,KY,Clinton,Southeast,57.03,30.3,FALSE
Lawrence,47.46,33.1,38920,11135,32.8,9.2,50.69,35.1,8.16,90,KY,Clinton,Southeast,41.21,47.46,TRUE
Lee,37.05,33.5,79389,9962,39.3,9.49,49.36,37.6,13.29,82,KY,Clinton,Southeast,51.2,37.05,FALSE
Leslie,32.23,30.4,38913,11762,34.1,7.11,50.45,33.9,6.06,128,KY,Clinton,Southeast,58.33,32.23,FALSE
Lewis,34.93,33.1,59692,10640,29,9.62,50.2,27,16.79,76,KY,Clinton,Southeast,50.84,34.93,FALSE
Lincoln,42.58,33.7,48164,12309,25.2,8.85,50.65,60.9,6.05,84,KY,Clinton,Southeast,44.13,42.58,FALSE
Livingston,55.33,36.9,66329,15527,16.3,11,50.93,29.1,9.57,224,KY,Clinton,Southeast,31.05,55.33,TRUE
Logan,45.93,34.8,90976,14083,16.8,10.26,51.8,45,6.96,194,KY,Clinton,Southeast,41.93,45.93,TRUE
Lyon,58.56,38.4,48806,12001,15.8,13.31,42.44,33.4,34.44,165,KY,Clinton,Southeast,30.34,58.56,TRUE
McCracken,49.13,36.2,136092,18917,16.8,12.83,53.02,254.1,7.32,723,KY,Clinton,Southeast,39.25,49.13,TRUE
McLean,53.84,36,72028,13992,17.8,11.6,50.74,38.1,11.96,115,KY,Clinton,Southeast,32.82,53.84,TRUE
Madison,40.35,28.8,68721,14458,20.6,8.19,52.28,135,3.53,402,KY,Clinton,Southeast,43.94,40.35,FALSE
Magoffin,57.1,29.6,33563,10485,39.1,6.19,50.44,43.3,13.81,133,KY,Clinton,Southeast,34.88,57.1,TRUE
Marion,53.81,32.3,91448,14010,22.2,9.13,50.22,47.9,12.83,267,KY,Clinton,Southeast,33.06,53.81,TRUE
Marshall,51.58,38.2,105823,16397,13.9,11.38,51.13,91.8,12.21,178,KY,Clinton,Southeast,34.26,51.58,TRUE
Mason,44.07,35,106510,15235,19.6,11.7,51.89,71.3,14.36,312,KY,Clinton,Southeast,40.34,44.07,TRUE
Meade,45.99,28.1,38552,13531,15,8.52,50.17,78.1,2.66,40,KY,Clinton,Southeast,35.86,45.99,TRUE
Mercer,39.33,35.9,77559,15773,15.9,12.4,52.13,77.7,11.18,142,KY,Clinton,Southeast,41.96,39.33,FALSE
Metcalfe,44.66,35.5,62956,12565,25.3,9.26,52.03,30.9,10.89,119,KY,Clinton,Southeast,44.14,44.66,TRUE
Monroe,26.11,35.9,96513,13633,24.3,9.71,52.03,34.8,10,40,KY,Clinton,Southeast,65.07,26.11,FALSE
Montgomery,48.43,34.1,99986,13980,21.7,10.41,51.68,99.2,12.34,183,KY,Clinton,Southeast,34.03,48.43,TRUE
Morgan,60.19,32.9,65832,9790,37.4,6.24,45.27,34.6,4.62,109,KY,Clinton,Southeast,28.09,60.19,TRUE
Muhlenberg,60.25,34.8,56958,13210,22.5,10.95,51.71,65.5,10.39,148,KY,Clinton,Southeast,27.08,60.25,TRUE
Nelson,46.58,31.6,64704,15412,14.9,9.2,51.19,73.6,6.01,211,KY,Clinton,Southeast,38.51,46.58,TRUE
Nicholas,48.08,35.9,78675,14073,22.1,11.44,51.4,34.6,7.21,88,KY,Clinton,Southeast,32.05,48.08,TRUE
Ohio,45.37,35,61272,12626,24.1,11.29,51.77,35.7,14.01,171,KY,Clinton,Southeast,38.18,45.37,TRUE
Oldham,32.8,33,50594,23537,7,10.02,48.04,192.4,2.36,186,KY,Clinton,Southeast,49.66,32.8,FALSE
Owen,51.27,35,81079,13220,21.9,9.73,50.21,26.7,10.53,139,KY,Clinton,Southeast,31.05,51.27,TRUE
Owsley,28.95,34.3,45723,9373,46.4,9.65,49.3,26.2,19.23,88,KY,Clinton,Southeast,61.36,28.95,FALSE
Pendleton,37.27,31.6,54306,13144,17,9.17,51.02,45.4,7.87,86,KY,Clinton,Southeast,38.77,37.27,FALSE
Perry,54.69,31.7,69452,13374,32.5,9.68,51.02,90.3,4.85,256,KY,Clinton,Southeast,34.11,54.69,TRUE
Pike,61.81,32.4,104549,13981,26,9.14,51,92.8,4.87,186,KY,Clinton,Southeast,29.24,61.81,TRUE
Powell,46.08,31.3,51818,10825,28.3,9.69,50.74,66.1,14.2,95,KY,Clinton,Southeast,35.89,46.08,TRUE
Pulaski,28.15,35.2,83441,13846,23,9.4,51.36,77.7,8.66,256,KY,Clinton,Southeast,58.84,28.15,FALSE
Rockcastle,23.36,33,65735,11378,29.7,8.63,50.52,47.2,10.27,133,KY,Clinton,Southeast,67.12,23.36,FALSE
Rowan,48.91,26,44895,11122,27.3,8.45,51.77,74.8,5.19,364,KY,Clinton,Southeast,33.94,48.91,TRUE
Russell,26.77,36.1,68010,13019,24.1,9.75,51.7,60.4,6.14,141,KY,Clinton,Southeast,63.71,26.77,FALSE
Scott,39.24,31.8,82909,18427,15.1,9.61,51.43,88.4,5.56,456,KY,Clinton,Southeast,41.09,39.24,FALSE
Shelby,42.11,34.9,126628,18796,12.8,9.74,52.04,67.2,12.33,309,KY,Clinton,Southeast,43.56,42.11,FALSE
Simpson,48.53,33.8,94046,14709,14.9,9.92,51.55,66,7.18,283,KY,Clinton,Southeast,39.04,48.53,TRUE
Taylor,39.44,34.5,54050,14366,17.9,9.87,51.61,80.8,6.42,165,KY,Clinton,Southeast,48.42,39.44,FALSE
Trigg,50.22,39.7,92716,14030,16.2,10.23,51.01,24.6,10.64,240,KY,Clinton,Southeast,37.49,50.22,TRUE
Trimble,53.71,34.6,113898,13754,17.4,10.73,50.99,42.3,9.37,124,KY,Clinton,Southeast,29.99,53.71,TRUE
Union,57.94,30.1,105647,17126,16.5,10.35,48.88,47.2,7.18,299,KY,Clinton,Southeast,27.97,57.94,TRUE
Warren,38.56,31.2,67424,17018,17.4,10.03,52.13,146.4,6.79,511,KY,Clinton,Southeast,49.33,38.56,FALSE
Washington,42.77,33.7,107454,15158,18.5,8.17,51.98,34.9,12.48,188,KY,Clinton,Southeast,44.69,42.77,FALSE
Wayne,38.67,34,70596,10765,34.3,7.18,50.73,39,5.87,98,KY,Clinton,Southeast,52.44,38.67,FALSE
Webster,59.66,35.3,143434,16923,17.2,10.81,51.94,40.9,9.05,48,KY,Clinton,Southeast,24.85,59.66,TRUE
Whitley,37.81,32.4,78359,12104,30.6,10.22,52.07,77.5,11.29,135,KY,Clinton,Southeast,49.3,37.81,FALSE
Woodford,36.23,33.7,96412,21950,9.7,10,52.1,109.1,8.8,223,KY,Clinton,Southeast,45.75,36.23,FALSE
Acadia,49.97,30.5,64085,12368,27.6,8.89,52.36,85.8,10.55,299,LA,Clinton,Southeast,36.7,49.97,TRUE
Allen,56.16,32.5,38334,10023,30.5,9.23,46.67,29.6,16.24,41,LA,Clinton,Southeast,30.64,56.16,TRUE
Ascension,46.98,29.4,55709,16447,18.1,8.27,50.92,208.5,5.84,229,LA,Clinton,Southeast,37.03,46.98,TRUE
Avoyelles,52.55,32.7,66808,11306,34.1,9.43,51.81,47.1,17.98,143,LA,Clinton,Southeast,29.31,52.55,TRUE
Beauregard,40.13,31.6,60343,14285,18.3,12.05,49.79,26.8,8.81,326,LA,Clinton,Southeast,40.79,40.13,FALSE
Bossier,34.49,30.6,48361,15964,16.5,12.67,51.47,102.9,8.27,546,LA,Clinton,Southeast,47.64,34.49,FALSE
Caddo,46.49,32.7,94790,17745,25.3,12.94,53.3,279.6,9.48,942,LA,Clinton,Southeast,41.55,46.49,TRUE
Calcasieu,48.05,31.6,67570,16001,19.1,12.34,51.45,159.5,7.44,417,LA,Clinton,Southeast,35.57,48.05,TRUE
Caldwell,44,33.5,59832,12554,24.3,9.84,51.2,18.5,14.8,273,LA,Clinton,Southeast,37.4,44,TRUE
Claiborne,46.64,34.7,79350,12185,29.4,9.58,49.21,22.9,13.58,203,LA,Clinton,Southeast,37.15,46.64,TRUE
Concordia,46.82,32.3,114416,12442,29.3,10.44,52.57,29.9,13.41,49,LA,Clinton,Southeast,35.23,46.82,TRUE
De Soto,51.46,32.4,66499,13454,28.9,10.27,52.53,28.6,4.34,6,LA,Clinton,Southeast,33.06,51.46,TRUE
East Baton Rouge,41.17,29.9,99559,18753,19.7,10.46,52.15,859.8,5.27,1171,LA,Clinton,Southeast,48.64,41.17,FALSE
East Carroll,54.37,28.1,67904,11313,52,7.92,52.97,22.8,10.42,19,LA,Clinton,Southeast,33.84,54.37,TRUE
Evangeline,52.3,31.1,81139,12022,31.1,8.55,52.01,50.7,15.91,128,LA,Clinton,Southeast,31.43,52.3,TRUE
Franklin,42.75,32.4,69029,12172,33.2,8.66,52.69,35.8,20.76,144,LA,Clinton,Southeast,40.29,42.75,TRUE
Grant,39.63,31.9,23692,11854,23.5,12.45,51.64,27.3,10.68,231,LA,Clinton,Southeast,40.8,39.63,FALSE
Iberia,42.71,29.8,58992,14270,23.9,8.95,51.66,121,7.92,325,LA,Clinton,Southeast,38.99,42.71,TRUE
Iberville,52.7,30.5,86701,14452,27.6,9.61,51.56,50.3,6.66,150,LA,Clinton,Southeast,33.42,52.7,TRUE
Jackson,44.54,34.5,67926,13206,20.9,11.4,52.24,27.4,16.86,109,LA,Clinton,Southeast,40.6,44.54,TRUE
Jefferson,34.38,32.3,57976,18191,16.9,12.28,51.82,1490.4,4.34,919,LA,Clinton,Southeast,53.73,34.38,FALSE
Jefferson Davis,50.74,31.5,93752,11793,24.8,10.31,51.85,47.5,11,353,LA,Clinton,Southeast,32.61,50.74,TRUE
Lafayette,39.83,29.8,78322,17467,18.4,9.82,51.51,633.6,6.96,614,LA,Clinton,Southeast,45.16,39.83,FALSE
Lafourche,45.4,29.4,88406,13275,21.2,8.2,51.12,79.6,5.56,160,LA,Clinton,Southeast,35.75,45.4,TRUE
Lincoln,43.51,24.7,88214,14569,24.4,8.31,51.46,89.7,7.94,193,LA,Clinton,Southeast,43.6,43.51,FALSE
Livingston,36.6,30.2,28258,14227,15.3,9.43,50.43,113.7,4.53,100,LA,Clinton,Southeast,47.13,36.6,FALSE
Morehouse,44.66,32,73925,13772,31.5,9.39,52.88,40.2,17.49,89,LA,Clinton,Southeast,39.84,44.66,TRUE
Natchitoches,47.19,29.2,54668,12282,31,10,52.57,29.1,11.48,180,LA,Clinton,Southeast,38.53,47.19,TRUE
Orleans,67.53,31.6,125775,18825,37.9,12.04,53.49,2709.3,5.86,1031,LA,Clinton,Southeast,26.36,67.53,TRUE
Ouachita,36.87,30.2,95503,14959,25.1,10.81,52.85,237.5,8.97,770,LA,Clinton,Southeast,48.85,36.87,FALSE
Pointe Coupee,57.52,31.6,80362,13947,26.1,8.63,51.87,40.7,9.6,17,LA,Clinton,Southeast,31.47,57.52,TRUE
Rapides,40.23,31.4,78652,14985,24.1,11.62,52.22,98.7,10.28,625,LA,Clinton,Southeast,43.91,40.23,FALSE
Tangipahoa,44.37,30.1,57610,12978,29.8,8.48,52.09,111.2,10.41,123,LA,Clinton,Southeast,41.26,44.37,TRUE
Tensas,51.01,32.5,108025,13173,40.1,8.19,54.07,11.3,8.68,8,LA,Clinton,Southeast,35.3,51.01,TRUE
Terrebonne,38.44,29.3,76437,13267,22.5,9.69,51.07,79.2,4.62,498,LA,Clinton,Southeast,42.3,38.44,FALSE
